Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M09273,57.99,6.06,69.52,2885,8.15,469.03,2130,70.57,3,151,Yes,Normal
M09274,82.4,7.07,75.53,1953,2,414.9,5616,100,4,109,Yes,Normal
M09275,62.18,5.21,93.21,3012,7.14,424.02,11946,72.58,4,85,No,Fault
M09276,47.6,0.73,95.43,2822,8.02,422.3,9050,47.99,1,64,No,Normal
M09277,64.9,7.26,65.51,3884,12.06,367.5,3726,81.52,5,97,No,Fault
M09278,74.77,2.95,93.14,3450,8.42,427.73,9040,80.65,1,177,No,Normal
M09279,64.45,3.09,86.8,2625,7,346.9,12000,59.6,4,82,No,Normal
M09280,66.32,4.78,72.15,2673,10.42,420.86,2272,75.43,3,16,No,Normal
M09281,83.72,6.98,73.96,3459,7.34,419.56,3548,28.87,1,113,No,Normal
M09282,71.28,6.4,56.53,2984,10.87,372.02,4246,44.63,0,24,No,Normal
M09283,59.88,6.13,109.04,1909,9.1,416.81,12000,64.03,4,96,No,Normal
M09284,78.42,3.94,99.22,4161,6.43,406.8,4555,58.66,2,152,Yes,Normal
M09285,72.37,3.91,66.95,2157,10.66,410.7,9027,66.09,3,118,No,Normal
M09286,39.74,5.12,96.18,4411,9.88,410.98,6884,72.7,9,106,No,Fault
M09287,75.14,4.27,76.96,3078,10.56,398.51,5638,63.06,5,81,Yes,Normal
M09288,74.7,6.1,97.81,2387,8.08,417.12,3970,76.17,0,128,Yes,Normal
M09289,70.24,5.99,78.05,1261,9.88,439.24,4248,64.65,3,141,No,Normal
M09290,80.7,5.56,79.91,3305,12.92,408.31,7217,73.51,3,208,No,Fault
M09291,61.93,0.5,80.96,1792,8.89,413.59,6989,58.9,3,217,No,Normal
M09292,74.04,4.73,75.8,3032,7.58,433.18,3588,81.86,2,148,No,Normal
M09293,51.2,4.3,104.59,4057,12.05,478.55,6034,74.64,2,127,No,Fault
M09294,74.89,4.8,97.58,2061,10.03,409.6,3496,37.72,4,113,No,Normal
M09295,93.44,3.14,86.54,3280,7.46,367.34,3529,73.5,7,101,No,Fault
M09296,58.06,2.12,99.34,2272,12.49,389.89,6010,72.64,5,132,Yes,Normal
M09297,60.88,5.33,62.22,3537,5.73,431.87,3335,50.47,2,50,No,Normal
M09298,61.48,3.86,67.8,2843,9.72,457.35,6362,91.92,4,122,No,Normal
M09299,71.56,5.53,91.64,2788,11.14,388.52,10551,60.29,1,82,No,Fault
M09300,57.24,3.29,95.3,3585,10.97,413.78,2103,47.28,4,169,Yes,Normal
M09301,75.05,7.05,88.91,3206,6.43,415.54,4120,43.24,5,118,No,Normal
M09302,80.16,6.3,58.64,2277,5.65,393.47,2637,78.95,1,365,Yes,Fault
M09303,76.41,5.03,70.13,3962,9.03,457.99,4867,70.93,2,55,No,Fault
M09304,48.78,4.12,90.83,1802,10.12,447.59,3963,42.37,1,109,Yes,Normal
M09305,81.94,6.03,118.97,2979,6.02,424.64,6636,76.66,4,51,No,Fault
M09306,81.25,5.21,102.05,2265,9.19,403.24,7538,80.82,7,185,No,Fault
M09307,79.96,4.93,107.08,1833,5.15,441.77,2669,64.71,1,51,No,Normal
M09308,74.47,6.38,89.76,2063,10.94,429.39,5801,79.09,6,123,No,Fault
M09309,72.64,7.07,89.65,2768,7.19,402.76,3935,41.75,5,65,No,Normal
M09310,82.39,2.25,70.53,3027,8.12,442.2,2441,57.91,7,14,No,Normal
M09311,93.08,2.61,98.33,3488,10.49,425.34,3087,74.32,2,149,No,Normal
M09312,58.56,3.1,83.98,3759,10.27,368.5,6298,100,7,106,No,Fault
M09313,82.94,1.8,94.7,2980,9.59,387.22,8959,80.05,3,69,Yes,Normal
M09314,68.97,4.39,85.43,2512,10.87,377.78,7719,65.08,6,129,Yes,Fault
M09315,68.44,5.58,88.91,3475,9.44,443.87,7502,49.69,3,49,No,Normal
M09316,51.56,4.46,83.77,2400,11.83,395.34,6452,60.84,4,66,No,Normal
M09317,66.58,3.54,88.14,1763,4.57,432.56,5815,92.29,2,95,No,Normal
M09318,58.03,6.53,99,3410,8.36,475.81,4371,86.85,2,158,No,Fault
M09319,64.43,4.75,67.27,3661,8.27,437.24,6993,91.58,4,115,No,Normal
M09320,56.82,5.12,64.1,2266,8,403.27,9389,63.15,4,96,No,Normal
M09321,64.61,6.58,90.96,4075,9.64,394.18,8628,62.88,1,59,Yes,Fault
M09322,65.13,4.28,105.17,3179,8.99,406.42,7673,46.47,5,100,Yes,Fault
M09323,71.16,8.21,108.7,3082,10.4,386.22,4290,81.08,4,91,Yes,Fault
M09324,50.62,3.69,67.86,2464,5.78,382.95,9685,91.12,9,139,No,Normal
M09325,52.65,8.1,79.36,3461,13.77,392.46,5336,63.8,1,48,No,Fault
M09326,74.34,2.75,64.29,1809,7.6,429.9,4456,52.12,7,105,Yes,Normal
M09327,60.43,5.43,77.29,2579,9.16,400.42,3793,45.2,0,205,No,Normal
M09328,82.89,3.34,100.72,2323,8.03,408.69,3471,87.9,3,131,Yes,Normal
M09329,72.7,6.52,84.82,1949,8.69,428.14,5678,52.9,4,76,Yes,Normal
M09330,77.28,3.64,79.77,3361,7.27,435.36,12000,49.82,4,125,No,Normal
M09331,86.93,5.02,92.63,3022,8.97,360.98,12000,40.23,1,108,No,Fault
M09332,66.28,3.33,73.87,3323,9.83,366.75,12000,78.36,4,175,Yes,Fault
M09333,63.11,6.19,107.3,2619,2.98,404.19,8273,100,4,87,Yes,Normal
M09334,80.46,3.32,85.1,3440,7.74,383.79,4588,81.14,1,93,No,Fault
M09335,76.11,7.53,79.37,2850,7.66,438.93,3779,41.02,1,134,No,Normal
M09336,67.75,2.71,93.22,2493,13.84,402.01,7683,57.12,2,10,Yes,Fault
M09337,86.7,2.08,98.15,2385,10.48,465.33,5151,30.19,2,71,No,Normal
M09338,67.45,6.21,107.34,1511,11.95,401.34,8159,90.87,4,201,No,Fault
M09339,70.39,3.44,82.06,3557,9.78,423.64,4039,58.15,6,129,No,Normal
M09340,70.25,4.49,100.2,3483,8.69,396.32,2508,73.29,4,38,Yes,Normal
M09341,58.78,3.92,86.42,4500,9.34,428.65,10571,68.44,1,30,No,Fault
M09342,70.93,2.14,76.44,2582,11.08,429.27,6765,85.87,4,156,No,Normal
M09343,86.76,4.36,74.12,2367,12.53,439.86,7376,67.7,1,20,No,Normal
M09344,75.34,6.78,69.64,1694,9.19,411.24,5424,84.7,2,142,No,Normal
M09345,70.37,6.31,74.62,3424,7.07,450.57,2584,71.13,2,175,Yes,Normal
M09346,68.06,4.92,100.62,3274,10.63,423.39,1423,53.58,2,68,No,Normal
M09347,73.97,6.5,94.89,3809,6.54,396.99,12000,74.24,4,106,No,Fault
M09348,79,2.59,67.62,2204,9.4,397.19,6176,71.49,3,53,No,Normal
M09349,77.31,3.91,60.55,3266,10.07,435.41,6360,62.64,2,50,No,Normal
M09350,66.02,5.21,69.43,2461,8.25,450.4,7702,58.82,3,257,No,Fault
M09351,73.9,4.27,74.13,3673,6.42,383.58,2316,100,8,51,No,Normal
M09352,75.76,4.06,80.75,3149,7.45,436.03,7251,100,6,65,No,Fault
M09353,57.91,2.34,101.42,1789,7.77,373.38,2989,53.21,4,17,No,Normal
M09354,72.02,0.75,77.33,2715,6.08,397.71,12000,42.92,3,116,No,Normal
M09355,44.06,5.97,108.53,1534,7.61,428.71,7869,72.67,5,175,No,Normal
M09356,75.79,4.94,61.48,2044,5.16,391.27,3250,74.82,4,105,No,Normal
M09357,77.92,6.12,80.12,2083,9.86,456.04,3050,80.59,7,103,Yes,Normal
M09358,78.97,3.71,96,2383,9.27,432.04,8174,61.98,4,64,No,Normal
M09359,65.26,3.22,96.86,2629,9.11,381.92,3464,100,2,82,No,Normal
M09360,73.71,4.51,80.3,2907,7.61,433.35,2854,97.93,0,44,No,Normal
M09361,87.09,6.04,99.02,2874,7.92,378.03,4938,97.12,3,120,Yes,Fault
M09362,86.97,4.08,96.37,2784,6.59,415.1,7983,45.78,3,75,Yes,Normal
M09363,69.65,5.94,75.45,3016,9.66,439.56,2146,29.17,4,92,Yes,Normal
M09364,71.67,2.69,89.41,1988,5.38,434.86,7239,49.56,2,118,No,Normal
M09365,83.33,4.21,94.85,2848,8.69,412.58,3940,77.46,3,114,No,Fault
M09366,51.99,4.37,76.45,3732,7.04,405.36,3938,81.13,6,53,No,Normal
M09367,66.12,6.71,108.72,2692,12.54,382.58,3570,60.28,2,171,Yes,Fault
M09368,86.03,4.87,73.3,3122,9.71,420.11,1996,73.66,4,44,Yes,Normal
M09369,81.7,7.64,87.02,3061,8.5,437.53,8096,92.14,4,80,No,Normal
M09370,74.43,2.07,67.5,3360,5.96,472.81,12000,92.16,5,181,No,Normal
M09371,51.93,4.73,86.45,2987,5.36,402.23,4407,42.94,6,29,No,Normal
M09372,69.4,4.82,70.06,3349,9.64,438.71,4643,63.43,4,34,Yes,Normal
M09373,62.92,5.62,80.88,3130,12.64,436.41,3660,45.61,3,184,No,Normal
M09374,73.97,3.04,62.79,3227,9.44,401.66,3028,15,4,42,No,Normal
M09375,60.29,7.53,96.2,3087,8.9,435.19,1734,72.48,1,199,Yes,Fault
M09376,57.69,4.52,89.99,2146,8.94,392.14,6336,34.81,4,52,Yes,Normal
M09377,45.22,2.54,100.22,2039,8.74,422.2,2321,46.31,4,184,Yes,Normal
M09378,84.66,4.47,80.13,2570,8.97,409.08,1754,34.54,1,56,No,Normal
M09379,65.2,3.94,100.87,3809,6.92,427.42,4037,86.37,6,130,No,Normal
M09380,71.89,9.51,85.55,2688,6.26,429.65,4864,78.17,5,132,No,Normal
M09381,69.97,6.39,86.58,3001,8.75,400.2,3137,100,3,147,Yes,Fault
M09382,57.19,4.59,114.6,1521,11.93,414.73,3319,89.35,4,73,No,Normal
M09383,54.89,4.3,78.21,2926,10.29,411.4,5837,57,2,21,Yes,Normal
M09384,57.94,6.21,102.18,2856,5.66,384.5,9526,83.76,5,97,No,Fault
M09385,61.32,6.3,91.72,1062,7.91,404.65,2460,67.83,1,130,Yes,Normal
M09386,74.4,0.5,76.99,2989,10.18,398.79,1340,70.56,4,83,No,Normal
M09387,60.45,5.66,66.58,1727,11.99,383.44,3066,54.93,0,110,No,Normal
M09388,90.96,4.55,70.54,2329,12.62,392.49,1398,80.3,3,63,No,Normal
M09389,82.33,2.14,100.83,3446,8.02,407.77,3206,60.32,3,121,Yes,Normal
M09390,79.7,6.08,109.28,2902,10.4,416.54,3670,59.23,4,90,No,Normal
M09391,68.56,8.54,86.28,2509,9.07,380.18,4629,65.62,4,211,No,Fault
M09392,88.17,5.5,87.01,2453,8.22,448.61,3009,79.77,0,109,No,Normal
M09393,67.38,6.48,95.87,2528,8.64,432.17,5443,46.46,5,72,No,Normal
M09394,69.62,7.75,86.03,2905,8.67,412.61,2244,74.44,1,216,No,Fault
M09395,72.04,3.01,100.4,2020,11.2,380.87,3374,43.42,2,158,No,Normal
M09396,78.42,1.16,89.08,3531,5.27,409.05,1763,58.62,4,33,No,Normal
M09397,77.64,5.68,86.9,2054,9.58,407.35,3834,57.79,2,158,No,Normal
M09398,64.3,4.05,75.21,1677,12.04,384.75,12000,82.53,5,4,Yes,Fault
M09399,63.6,2.03,71.77,3444,11.79,382.47,4127,74.89,3,116,No,Normal
M09400,77.68,4.36,45,2516,9.81,436.46,1724,84.91,5,63,No,Normal
M09401,78.58,5.81,102.28,2846,6.76,405.93,3665,84.87,6,103,No,Fault
M09402,65.28,4.23,82.95,3226,10.29,439.8,6535,100,4,156,No,Normal
M09403,50.95,3.08,79.39,2332,11.55,414.63,4068,38.61,2,95,No,Normal
M09404,67.51,4.1,57.68,2889,7.32,436.05,2258,56.89,1,148,No,Normal
M09405,77.48,4.46,76.04,3221,9.32,435.11,5349,42.34,0,223,No,Normal
M09406,91.67,1.03,74.2,3868,8.03,428.07,2610,76.76,7,252,No,Normal
M09407,55.62,4.24,73.87,2468,7.09,448.11,6184,73.96,5,76,Yes,Normal
M09408,64.88,2.08,89.66,2499,7.78,417.81,10208,55.19,6,69,No,Normal
M09409,65.33,5.69,86.71,3166,8.8,373.15,2542,74.62,2,102,Yes,Fault
M09410,86.27,1.69,65.94,2936,6.39,377.61,1674,89.48,3,175,No,Normal
M09411,69.58,6.32,66.83,2711,6.01,396.72,2084,39.16,6,86,Yes,Normal
M09412,59.11,3.76,66.8,3835,6.45,435.77,6363,67.35,3,156,Yes,Normal
M09413,76.7,3.52,110.35,1706,9.25,403.8,1730,71.35,2,156,Yes,Normal
M09414,65.14,5.03,105.9,1876,5.13,420.75,1942,48.57,0,39,No,Normal
M09415,55.31,2.94,73.07,1714,3.4,430,9751,50.54,3,135,Yes,Normal
M09416,59.29,5,57.33,3581,11.66,419.6,1514,63.51,1,89,No,Normal
M09417,90.81,3.18,86.79,3135,6.17,350.85,2466,72.82,1,139,No,Normal
M09418,74.61,3.5,85.66,1909,8.05,381.77,9897,85.65,3,365,No,Normal
M09419,71.29,5.23,89.44,2720,10.62,464.45,4345,75.33,4,38,No,Normal
M09420,67,2.45,95.38,2782,5.19,424.13,3024,80.63,3,32,No,Normal
M09421,73.51,2.22,91.32,1364,5.19,339.41,7719,85.69,4,24,Yes,Normal
M09422,73.36,4.95,69.37,2922,7.05,416.95,2143,96.36,2,55,No,Normal
M09423,73.51,4.45,89.12,2035,10.71,465.47,3362,69.79,4,115,Yes,Normal
M09424,71.38,4.8,96.95,3259,8.45,422.67,8202,34.8,5,98,No,Normal
M09425,80.43,5.09,74.86,2054,8.48,416.24,4828,95.37,1,66,No,Normal
M09426,70.28,4.6,89.2,2942,7.82,363.81,3955,100,4,227,No,Fault
M09427,58.26,5.59,77.26,3641,9.79,407.42,3681,66.44,1,160,No,Normal
M09428,62.65,4.68,112.95,3433,11.79,368.99,4162,100,3,149,No,Fault
M09429,46.25,0.89,66.42,3130,15.36,380.77,2413,80.03,4,58,Yes,Normal
M09430,94.32,1.35,101.18,2747,8.16,374.37,1867,79.67,1,152,Yes,Normal
M09431,80.35,7.97,61.61,1825,12.01,463.7,1416,70.9,1,56,No,Normal
M09432,60.04,4.5,110.1,2515,10.8,435.39,6921,41.34,5,38,No,Normal
M09433,66.62,6.21,69.02,2653,9.11,454.23,6693,70.51,7,150,Yes,Fault
M09434,62.36,3.88,87.66,2606,3.42,377.94,10192,97.86,3,86,Yes,Normal
M09435,88.51,4.4,62.19,1803,7.63,420.34,3866,80.99,4,86,Yes,Normal
M09436,52.96,3.68,66.1,3082,7.72,386.77,6553,66.95,2,50,No,Normal
M09437,71.37,8.94,97.57,2032,9.33,389.77,8308,40.58,1,82,No,Normal
M09438,68.7,4.96,99.39,3805,8.05,428.14,3652,85.18,2,221,No,Fault
M09439,79.92,3.54,88.35,2896,7.2,420.01,3152,69.24,3,112,No,Normal
M09440,68.75,1.53,95.38,3437,13.17,423.01,6077,72.75,2,88,No,Fault
M09441,48.9,8.05,99.63,3423,11.51,379.83,6257,62.04,4,153,No,Fault
M09442,66.99,4.21,75.42,4151,3.85,418.57,3635,81.07,1,53,No,Normal
M09443,58.33,5.84,65.41,2918,7.85,424.74,4752,87.57,2,84,No,Normal
M09444,70.95,6.04,84.81,2546,9.95,396.09,10577,73.53,1,39,No,Fault
M09445,87.21,3.67,76.92,2559,11.56,407.39,8116,94.07,5,33,No,Fault
M09446,49.13,5.71,90.44,3772,7.53,368.93,9517,86.17,1,130,Yes,Fault
M09447,60.4,3.41,92.67,1942,8,354.64,2575,74.59,4,167,No,Normal
M09448,63.37,2.72,75.46,2229,8.72,471.23,4242,62.49,1,268,Yes,Normal
M09449,65.42,6.6,94.86,2954,10.02,420.74,4672,61.1,5,166,No,Fault
M09450,78.88,4.22,94.16,2701,4.97,404.95,3890,34.76,1,186,Yes,Normal
M09451,67.92,5.43,95.13,3429,3.86,437.35,2498,50.01,4,60,No,Normal
M09452,74.99,5.24,79.29,1930,11.39,390.64,778,65.67,2,187,No,Normal
M09453,62.49,5.65,95.92,2756,6.22,418.08,12000,73.77,5,66,No,Normal
M09454,72.76,1.7,92.28,2678,13.38,445.98,6982,69.36,2,16,Yes,Normal
M09455,79.33,3.45,93.96,2103,6.51,384.14,5049,84.89,1,78,No,Normal
M09456,61.21,3.92,108.49,3371,8.07,401.22,3201,73.1,1,41,No,Normal
M09457,79.38,3,89.59,2740,9.35,376.34,3982,56.09,2,97,Yes,Normal
M09458,70.63,5.27,76.5,2713,3.6,438.39,909,55.72,7,158,No,Normal
M09459,82.55,6.64,69.45,2264,15.09,420.75,6338,77.03,3,40,No,Fault
M09460,67.58,6.92,100.79,2560,7.59,447.81,7745,47.96,1,44,No,Normal
M09461,74.57,3.89,90,2136,6.57,438.6,7480,63.42,2,72,Yes,Normal
M09462,69.51,5.03,108.38,3361,5.82,407.68,7590,77.77,8,99,Yes,Fault
M09463,68.85,5.3,56.59,3471,9.33,426.5,8907,51.18,3,113,No,Fault
M09464,73.11,5.62,97.75,3892,9.17,426.8,3645,58.76,3,47,No,Normal
M09465,76.44,2.92,81.34,3082,5.89,435.54,6183,67.91,2,135,No,Normal
M09466,55.01,7.78,80.05,2580,5.34,456.06,3032,71.3,4,117,Yes,Normal
M09467,87.2,6.17,74.29,2495,10.93,384.47,4766,75.53,0,132,Yes,Normal
M09468,47.68,6.21,97.59,3119,6.99,362.46,12000,68.91,6,202,No,Normal
M09469,61.78,6.67,93.59,2931,4.54,385.57,6997,66.16,2,64,No,Fault
M09470,68.87,5.46,69.01,2687,8.16,428.24,5373,62.22,2,96,No,Normal
M09471,74.95,2.65,87.31,2630,7.58,426.59,4080,88.66,1,75,No,Normal
M09472,88.91,4.25,94.89,3561,12.99,399.07,8463,53.23,3,39,No,Fault
M09473,47.7,1.53,87.49,2519,7.3,407.39,3326,85.89,3,158,No,Normal
M09474,63.91,5.25,100.51,3675,7.79,391.64,11768,68.15,4,44,No,Fault
M09475,44.48,4.2,80.94,2918,9,412,4670,64.85,4,75,Yes,Normal
M09476,70.38,4.43,53.44,2561,7.19,395.58,7169,71.67,1,179,No,Normal
M09477,73.26,6.67,87.61,2290,9.51,460.83,1536,52.72,1,54,No,Normal
M09478,89.09,3.68,87.53,2700,6.16,452.04,5121,84.35,3,20,No,Normal
M09479,71.45,4.05,89.36,3127,7.95,435.27,3715,78.84,1,56,Yes,Normal
M09480,82.53,4.54,100.5,2555,9.44,415.87,2514,58.37,6,157,Yes,Normal
M09481,77.01,1.19,57.67,3353,11.12,446.9,8407,76.69,5,117,Yes,Normal
M09482,64.78,4.02,81.66,2522,7.15,417.76,6428,57.96,6,35,Yes,Normal
M09483,53.09,0.5,72.08,2719,7.12,419.51,7514,50.46,1,96,Yes,Normal
M09484,73.3,3.45,68.09,1964,12.04,366.62,7028,73.2,3,269,No,Normal
M09485,52.09,6.04,83.99,3164,7.23,422.3,9858,65.28,2,147,No,Fault
M09486,85.54,5.31,94.83,2626,8.37,378.85,3674,65.7,4,25,No,Normal
M09487,68.06,3.43,89.21,3826,12.44,403.72,4432,86.73,1,77,No,Fault
M09488,84.34,4.57,75.37,3258,8.66,419.73,5458,80.04,4,44,Yes,Fault
M09489,64.24,2.57,82.96,2855,7.93,389.84,5423,82.34,2,59,Yes,Normal
M09490,73.23,4.5,98.02,3596,8.1,428.4,5396,51.52,2,80,No,Normal
M09491,72.51,9.77,94.56,3063,6.8,444.45,7330,66.79,4,68,No,Fault
M09492,69.46,7.82,77.26,3455,9.54,390.25,12000,80.81,4,217,No,Fault
M09493,64.81,4.59,76.36,2239,6.37,418.29,3264,87.72,4,53,No,Normal
M09494,74.71,4.79,60.97,3100,10.29,380.1,10594,67.13,4,178,No,Normal
M09495,58.89,2.74,78.99,3127,8.53,382.33,6061,45.99,1,89,Yes,Normal
M09496,55.49,3.06,60.7,1796,9.04,423.68,12000,79.52,1,166,No,Normal
M09497,84.91,5.15,113.94,3779,12.48,434.98,4378,80.66,2,89,No,Fault
M09498,78.73,3.56,73.03,2046,5.17,372.74,2977,67.34,3,61,No,Normal
M09499,70.79,6.13,100.53,1956,8.56,472.36,1298,76.51,2,210,No,Fault
M09500,89.98,7.33,110.45,1000,9.97,401.09,12000,43.76,5,173,Yes,Fault
M09501,66.79,5.1,88.03,3108,7.08,420.81,12000,83.63,2,59,Yes,Fault
M09502,85.87,4.68,83.6,1732,10.69,400.04,2823,76.67,1,86,Yes,Normal
M09503,72.11,1.47,66.49,2464,7.25,407.04,5617,55.49,0,57,No,Normal
M09504,57.7,5.85,77.94,3345,9.17,457.51,5089,92.63,1,93,No,Normal
M09505,92.18,2.44,107.46,2925,8.22,457.15,8082,40.14,1,189,No,Normal
M09506,81.89,3.75,89.92,2395,8.87,368.79,5177,70.6,5,121,No,Normal
M09507,68.55,6.23,85.4,1766,8.67,399.22,1764,90.84,6,94,No,Normal
M09508,78.73,6.35,103.37,2730,8.43,480,5168,100,3,91,No,Fault
M09509,65.16,3.66,94.75,3356,7.41,402.88,4193,49.63,3,112,Yes,Normal
M09510,79.95,3.76,82.93,3256,6.97,426.84,3756,72.33,2,66,No,Fault
M09511,41.31,3.24,88.03,3961,9.23,446.82,2521,65.72,4,37,No,Normal
M09512,57.76,2.34,74.25,2375,8.62,438.89,5043,68.25,2,44,Yes,Normal
M09513,81.75,3.36,77.15,1944,6.91,336.11,5915,70.16,2,52,No,Normal
M09514,67,1.6,82.11,3001,9.29,424.35,5564,75.9,2,73,No,Normal
M09515,72.49,5.73,92.8,2937,7.44,463.98,6214,100,3,111,No,Fault
M09516,53.84,5.21,67.54,2797,12.08,415.82,10226,89.73,2,117,No,Fault
M09517,92.17,5.51,86.07,2315,14.23,385.85,3782,41.28,3,164,No,Fault
M09518,84.29,2.78,79.54,1075,11.69,386.38,3808,54.13,5,200,No,Normal
M09519,67.59,2.35,72.39,2146,11.57,409.43,2141,81.71,2,59,No,Normal
M09520,65.14,4.6,79.62,3162,10.37,433.91,5818,48.09,3,48,No,Normal
M09521,82.36,4.62,52.5,2985,8.02,480,6165,48.34,6,189,Yes,Normal
M09522,93.79,4.23,74.39,3427,4.13,406.89,6765,60.58,5,138,Yes,Normal
M09523,81.45,3.98,69.61,3024,6.14,430.74,3391,82.98,5,202,No,Normal
M09524,96.06,7.58,81.08,3278,6.94,371.75,4776,85.33,4,121,No,Fault
M09525,58.93,5.27,53.08,3297,11.28,367.82,7571,52.04,2,64,No,Normal
M09526,60.17,8.05,87.67,2813,9.09,401.09,7947,34.58,2,234,No,Fault
M09527,55.73,6.78,97.73,2818,6.98,427.47,2243,86.7,5,156,Yes,Normal
M09528,75.3,7.57,83.36,1000,4.26,412.58,11508,82.15,5,24,No,Normal
M09529,72.11,2.57,91.98,2373,13.83,416.49,6515,70.57,0,265,No,Fault
M09530,68.18,5.57,77.82,2401,9.73,407.31,8617,65.58,4,164,No,Normal
M09531,79.71,3.72,63.24,2729,10.59,414.22,4907,67.76,1,46,No,Normal
M09532,84.79,1.51,85.02,2195,7.27,406.77,10237,70.47,0,135,No,Normal
M09533,51.69,7.19,94.53,3409,8.18,377.21,3838,58.07,4,104,Yes,Fault
M09534,62.84,3.97,66.46,2227,7.71,373.24,6978,91.05,3,116,Yes,Normal
M09535,79.84,2.6,78.49,3517,8.65,453.06,8979,31.73,2,148,No,Normal
M09536,64.39,3.75,81.54,2175,12.75,391.95,7988,87.3,3,142,No,Fault
M09537,60.42,3.07,124.92,2408,5.73,408.26,2424,53.36,3,63,No,Normal
M09538,82.22,3.25,88.13,2358,8.41,448.32,9378,32.83,2,86,No,Normal
M09539,54.53,4.1,58.32,2477,9.33,407.45,10686,75.9,2,209,No,Normal
M09540,66.38,7.62,54.86,3566,8.23,439.57,9797,78.56,1,23,Yes,Fault
M09541,73.94,3.3,95.23,2587,10.79,390.14,4213,63.62,1,124,No,Normal
M09542,63.11,7.49,119.79,2604,4.51,458.55,5173,78.02,2,205,No,Normal
M09543,79.4,6.03,81.07,2318,12.83,421.36,3003,34.13,3,52,No,Normal
M09544,63.17,5.21,80.23,2631,5.35,414.25,3714,90.63,3,111,Yes,Normal
M09545,86.9,5.85,91.03,2941,5.9,410.39,5253,47.56,3,63,No,Normal
M09546,68.49,4.52,73.82,2660,7.47,436.42,6156,83.13,4,172,No,Normal
M09547,78.06,6.81,49.38,2702,7.01,421.61,4022,68.98,3,98,No,Fault
M09548,78.95,5.52,99.52,3460,9.48,330,6206,69.48,2,169,No,Fault
M09549,62.47,1.5,76.42,2978,9.21,402.45,3147,38.18,2,141,No,Normal
M09550,45.36,5.03,99.7,2052,8.76,424.02,3710,100,3,82,No,Normal
M09551,74.33,5.91,74.35,2745,5.24,387.89,10039,89.38,2,53,Yes,Fault
M09552,70.87,3.98,86.7,2450,8.18,400.89,2705,54.27,1,52,No,Normal
M09553,76.67,4.73,96.97,3139,8.55,404.14,9386,94.15,2,45,No,Normal
M09554,67.28,3.4,99.98,2867,11.33,459.66,9243,61.61,6,34,Yes,Fault
M09555,64.83,2.02,88.26,3535,8.96,431.74,6279,61.04,0,131,No,Normal
M09556,94.1,1.71,87.57,2319,9.38,424.21,12000,45.24,1,134,Yes,Normal
M09557,52.33,1.73,93.68,2675,13.01,382.36,4372,64.48,0,105,No,Normal
M09558,78.81,5.7,91.5,2108,5.83,395.83,6589,67.4,5,81,No,Normal
M09559,63.1,0.5,66.92,2773,7.61,438.81,2654,54.1,4,110,No,Normal
M09560,65.97,3.3,67.19,1801,5.89,433.48,10438,81.2,4,203,No,Normal
M09561,66.19,3.12,55.47,3009,12.19,375.23,5188,95.96,5,102,No,Normal
M09562,60.36,3.99,95.73,2764,12.35,454.18,3824,81.13,2,69,No,Normal
M09563,76.85,1.16,79.46,2901,12.02,390.9,5477,39.01,4,119,Yes,Normal
M09564,86.69,5.23,96.48,3312,9.76,425.03,3842,41.44,3,86,No,Normal
M09565,75.64,2.21,90.65,2946,9.38,480,2343,72.06,2,199,No,Normal
M09566,71.24,6.54,70.97,1970,7.45,403.29,3265,85.77,2,29,No,Normal
M09567,58.16,3.38,83.32,2439,10.27,419.69,3555,63.7,3,33,Yes,Normal
M09568,76.2,4.33,78.63,2748,5.55,399.35,3935,69.81,4,65,No,Normal
M09569,95.88,4.51,76.47,2587,5.55,419.91,8160,69.07,1,71,No,Normal
M09570,65.43,4.94,97.81,2666,7.53,454.9,8697,62.85,2,97,No,Fault
M09571,65.49,4.57,120.15,3854,12.84,409.55,3721,75.99,3,74,No,Fault
M09572,63.27,3.73,100.63,2865,7.32,406.76,4612,73.71,4,48,Yes,Normal
M09573,64.13,5.12,84.62,3048,7.63,445.9,4894,85.97,2,53,No,Normal
M09574,37.06,5.34,102.63,1494,9.16,379.63,11195,48.73,3,62,No,Normal
M09575,74.86,3.12,108.98,3285,10.57,417.33,3649,37.72,2,168,No,Normal
M09576,59.85,5.27,65.51,4500,11.38,394.62,3917,67.66,3,125,No,Normal
M09577,50.68,6.65,102.15,3675,5.92,408.34,12000,60.14,2,37,No,Fault
M09578,79.04,5.77,95.78,2514,8.28,390.15,2460,56.48,4,30,No,Normal
M09579,57.02,6.18,101.63,4283,9.02,374.99,11591,52.08,0,143,No,Fault
M09580,65.94,4.81,96.39,2818,9.25,353.16,6396,85.85,2,46,No,Fault
M09581,87.6,2.81,81.81,2999,10.49,402.32,3430,65.88,2,210,No,Normal
M09582,53.09,3.04,113.46,2626,10.39,421.38,1661,100,1,64,Yes,Normal
M09583,51.61,5.08,89.75,2609,8.56,437.77,4517,63.37,4,82,Yes,Normal
M09584,73.23,6.2,78.92,1339,11.15,377.61,2638,56.09,3,86,No,Normal
M09585,83.79,9.51,92.08,3312,10.73,419.26,3097,84.9,2,20,No,Fault
